"Região","Área","Ocupação","Opinião","Renda","Idade"
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.61,26
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.29,24
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.4,27
"Dalmácia","Educação","Desempregado","Satisfatório",1.24,26
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.43,25
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.51,28
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",3.86,31
"Dalmácia","Infraestrutura","Desempregado","Excelente",1.38,18
"Dalmácia","Educação","Profissional liberal","Indiferente",2.31,34
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",5.45,42
"Catamarca","Segurança pública","Assalariado/Autônomo","Insatisfatório",3.1,35
"Nortúmbria","Infraestrutura","Funcionário público","Satisfatório",1.63,18
"Dalmácia","Segurança pública","Desempregado","Indiferente",1.89,25
"Catamarca","Saúde pública","Profissional liberal","Péssimo",4.95,39
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.46,29
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.82,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.14,39
"Querétaro","Segurança pública","Assalariado/Autônomo","Péssimo",2.75,41
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.91,28
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.06,34
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.21,40
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",1.97,33
"Dalmácia","Educação","Funcionário público","Indiferente",2.05,25
"Nortúmbria","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.29,22
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.46,51
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",8.91,42
"Catamarca","Saúde pública","Assalariado/Autônomo","Insatisfatório",2.92,34
"Nortúmbria","Educação","Funcionário público","Excelente",1.22,23
"Aquitânia","Educação","Profissional liberal","Péssimo",4.2,49
"Dalmácia","Educação","Funcionário público","Indiferente",2.17,26
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",4.18,42
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",1.77,36
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.88,40
"Aquitânia","Saúde pública","Empresário","Péssimo",2.62,48
"Dalmácia","Segurança pública","Assalariado/Autônomo","Insatisfatório",3.75,31
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.8,46
"Dalmácia","Educação","Empresário","Péssimo",2.92,31
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.69,38
"Aquitânia","Segurança pública","Empresário","Péssimo",17.24,35
"Dalmácia","Educação","Funcionário público","Indiferente",2.1,22
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.1,26
"Dalmácia","Educação","Funcionário público","Indiferente",1.74,30
"Dalmácia","Segurança pública","Assalariado/Autônomo","Insatisfatório",1.65,34
"Dalmácia","Educação","Desempregado","Indiferente",1.95,29
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.15,39
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.06,29
"Querétaro","Segurança pública","Profissional liberal","Péssimo",2.52,35
"Nortúmbria","Educação","Assalariado/Autônomo","Indiferente",1.59,18
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2.74,30
"Dalmácia","Infraestrutura","Aposentado","Satisfatório",1.67,20
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.12,18
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.03,18
"Catamarca","Saúde pública","Assalariado/Autônomo","Insatisfatório",2.34,43
"Dalmácia","Educação","Funcionário público","Indiferente",2.33,35
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",4.79,49
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.34,29
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",1.34,21
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",1.6,23
"Aquitânia","Saúde pública","Funcionário público","Péssimo",3.62,36
"Querétaro","Saúde pública","Assalariado/Autônomo","Insatisfatório",1.9,74
"Catamarca","Saúde pública","Assalariado/Autônomo","Insatisfatório",2.54,36
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",9.31,54
"Aquitânia","Saúde pública","Empresário","Péssimo",7.72,45
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",3.32,27
"Aquitânia","Segurança pública","Empresário","Péssimo",6.23,43
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2.36,26
"Querétaro","Saúde pública","Assalariado/Autônomo","Insatisfatório",2.17,34
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",2.08,27
"Dalmácia","Educação","Desempregado","Indiferente",1.53,37
"Querétaro","Educação","Funcionário público","Insatisfatório",1.95,42
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.43,48
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.75,25
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",4.66,41
"Dalmácia","Infraestrutura","Funcionário público","Satisfatório",1.26,36
"Dalmácia","Infraestrutura","Funcionário público","Indiferente",2,26
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.01,36
"Dalmácia","Educação","Aposentado","Indiferente",2.77,25
"Aquitânia","Saúde pública","Empresário","Péssimo",5.11,45
"Aquitânia","Educação","Profissional liberal","Péssimo",5.27,52
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.13,24
"Dalmácia","Infraestrutura","Desempregado","Indiferente",2.91,20
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.4,35
"Querétaro","Saúde pública","Assalariado/Autônomo","Péssimo",3.19,35
"Querétaro","Segurança pública","Funcionário público","Insatisfatório",12.76,30
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",2.97,36
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.74,36
"Querétaro","Educação","Empresário","Insatisfatório",3.46,32
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.67,38
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.73,28
"Dalmácia","Infraestrutura","Funcionário público","Indiferente",1.6,25
"Nortúmbria","Infraestrutura","Aposentado","Satisfatório",1.57,21
"Dalmácia","Educação","Aposentado","Indiferente",2.21,26
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",6.97,55
"Dalmácia","Educação","Funcionário público","Indiferente",1.68,36
"Querétaro","Educação","Funcionário público","Indiferente",2.53,30
"Catamarca","Segurança pública","Assalariado/Autônomo","Insatisfatório",3.04,46
"Catamarca","Saúde pública","Assalariado/Autônomo","Insatisfatório",3.72,33
"Dalmácia","Educação","Funcionário público","Insatisfatório",1.58,39
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.81,38
"Dalmácia","Infraestrutura","Funcionário público","Indiferente",2.42,32
"Querétaro","Infraestrutura","Assalariado/Autônomo","Indiferente",2.39,35
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.76,54
"Catamarca","Educação","Funcionário público","Indiferente",2.08,36
"Dalmácia","Educação","Funcionário público","Satisfatório",1.69,19
"Nortúmbria","Educação","Desempregado","Excelente",1.25,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.24,30
"Catamarca","Educação","Funcionário público","Péssimo",5.55,34
"Aquitânia","Saúde pública","Empresário","Péssimo",5.6,40
"Dalmácia","Educação","Empresário","Indiferente",2.92,29
"Aquitânia","Segurança pública","Empresário","Péssimo",3.56,39
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",4.33,49
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.81,32
"Catamarca","Saúde pública","Assalariado/Autônomo","Insatisfatório",2.38,35
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",4.38,43
"Aquitânia","Saúde pública","Empresário","Péssimo",8.05,40
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.47,26
"Querétaro","Segurança pública","Profissional liberal","Indiferente",2.48,33
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.05,35
"Dalmácia","Educação","Aposentado","Indiferente",1.61,22
"Catamarca","Segurança pública","Empresário","Péssimo",4.32,39
"Nortúmbria","Infraestrutura","Aposentado","Indiferente",1.32,32
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.74,25
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.43,44
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.49,27
"Querétaro","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.83,39
"Catamarca","Educação","Profissional liberal","Péssimo",2.4,43
"Querétaro","Educação","Assalariado/Autônomo","Péssimo",4.26,33
"Dalmácia","Educação","Profissional liberal","Indiferente",1.85,25
"Dalmácia","Educação","Desempregado","Insatisfatório",2.68,29
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.65,30
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",4.14,39
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.61,22
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",2.76,27
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Insatisfatório",2.76,35
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",1.73,43
"Catamarca","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.73,37
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",4.52,40
"Nortúmbria","Educação","Assalariado/Autônomo","Excelente",1.21,18
"Dalmácia","Segurança pública","Assalariado/Autônomo","Insatisfatório",3.44,31
"Dalmácia","Educação","Desempregado","Indiferente",2.14,35
"Querétaro","Educação","Assalariado/Autônomo","Péssimo",2.61,37
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.28,28
"Catamarca","Saúde pública","Profissional liberal","Péssimo",2.77,45
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Satisfatório",2.13,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.83,31
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.23,18
"Aquitânia","Saúde pública","Empresário","Péssimo",3.54,45
"Nortúmbria","Educação","Aposentado","Satisfatório",1.23,31
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.89,26
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",3.44,23
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",5.38,33
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.18,36
"Nortúmbria","Infraestrutura","Funcionário público","Satisfatório",1.21,20
"Querétaro","Segurança pública","Aposentado","Insatisfatório",2.61,36
"Querétaro","Saúde pública","Profissional liberal","Péssimo",3.74,46
"Aquitânia","Saúde pública","Empresário","Péssimo",5.08,48
"Dalmácia","Educação","Aposentado","Indiferente",1.61,32
"Dalmácia","Segurança pública","Funcionário público","Indiferente",1.15,31
"Nortúmbria","Educação","Funcionário público","Indiferente",1.42,26
"Nortúmbria","Educação","Funcionário público","Excelente",1.19,23
"Querétaro","Educação","Assalariado/Autônomo","Péssimo",2.59,48
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.23,30
"Dalmácia","Segurança pública","Funcionário público","Indiferente",2.37,33
"Catamarca","Saúde pública","Empresário","Péssimo",5.04,48
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.73,42
"Dalmácia","Infraestrutura","Funcionário público","Indiferente",2.43,26
"Catamarca","Segurança pública","Assalariado/Autônomo","Insatisfatório",3.2,32
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",6.7,35
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",4.22,35
"Querétaro","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.4,37
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.96,26
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.35,28
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.29,18
"Catamarca","Saúde pública","Profissional liberal","Péssimo",1.81,48
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.28,38
"Catamarca","Segurança pública","Empresário","Insatisfatório",3.09,40
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",5.91,47
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",2.96,36
"Catamarca","Segurança pública","Profissional liberal","Péssimo",4.29,40
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",6.42,43
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.42,31
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.11,31
"Dalmácia","Infraestrutura","Aposentado","Indiferente",1.82,22
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.46,38
"Nortúmbria","Educação","Aposentado","Excelente",1.04,18
"Dalmácia","Educação","Desempregado","Indiferente",2.07,31
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",4.23,42
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.96,41
"Querétaro","Educação","Profissional liberal","Insatisfatório",2.76,36
"Dalmácia","Educação","Aposentado","Indiferente",2.02,30
"Aquitânia","Segurança pública","Empresário","Péssimo",6.32,46
"Aquitânia","Saúde pública","Empresário","Péssimo",3.97,50
"Catamarca","Educação","Funcionário público","Péssimo",6.2,39
"Aquitânia","Segurança pública","Empresário","Péssimo",32.04,56
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.49,22
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.86,34
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",5.69,42
"Nortúmbria","Educação","Assalariado/Autônomo","Satisfatório",1.23,23
"Aquitânia","Educação","Empresário","Péssimo",5.36,53
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",4.29,44
"Nortúmbria","Educação","Desempregado","Indiferente",1.49,21
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",4.24,44
"Dalmácia","Infraestrutura","Aposentado","Indiferente",2.4,29
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.05,28
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",7.7,50
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.74,29
"Dalmácia","Educação","Aposentado","Insatisfatório",2.34,38
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.62,29
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",3.25,35
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.14,35
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",7.56,50
"Dalmácia","Educação","Aposentado","Indiferente",1.84,28
"Catamarca","Educação","Profissional liberal","Insatisfatório",4.55,68
"Catamarca","Segurança pública","Assalariado/Autônomo","Insatisfatório",3.35,32
"Querétaro","Educação","Funcionário público","Indiferente",2.49,33
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.37,34
"Nortúmbria","Educação","Assalariado/Autônomo","Satisfatório",1.68,28
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",2.47,34
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.02,28
"Dalmácia","Educação","Aposentado","Indiferente",1.82,25
"Dalmácia","Educação","Funcionário público","Satisfatório",1.79,18
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",4.47,28
"Dalmácia","Saúde pública","Assalariado/Autônomo","Indiferente",2.66,26
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.81,42
"Aquitânia","Saúde pública","Empresário","Péssimo",4.51,49
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.85,32
"Dalmácia","Educação","Profissional liberal","Indiferente",1.8,32
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.43,36
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",5.38,44
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",1.9,37
"Catamarca","Segurança pública","Profissional liberal","Péssimo",4.2,33
"Dalmácia","Infraestrutura","Funcionário público","Indiferente",2.77,25
